epoch,train_loss,train_acc,valid_loss,valid_acc
1,1.911986412463613,0.679926949340956,0.8703244929313659,0.84
2,0.733443106320693,0.857551214864221,0.5809764786958694,0.88
3,0.5329005171831627,0.8856598380181039,0.496983726978302,0.908
4,0.4389413977702951,0.9042401143401619,0.4396992042064667,0.904
5,0.37812961312121807,0.913133238049865,0.4276572848558426,0.906
6,0.329524100664515,0.9256788947117676,0.40037479311227797,0.908
7,0.2966172813763406,0.9296490392250278,0.4071397213339806,0.914
8,0.25578951347209317,0.9438621565824996,0.3808594886958599,0.924
9,0.24578510777608012,0.9489439415594728,0.3679762110710144,0.926
10,0.2408001680913304,0.9478323010957599,0.3773525075316429,0.916
11,0.2369667271787219,0.9481499126568207,0.3854320683479309,0.918
12,0.23232542640238654,0.9502937906939812,0.3766748924553394,0.926
13,0.23384084764200108,0.9462442432904558,0.36283365392684935,0.924
14,0.22681415525195672,0.951326028267429,0.3641181656718254,0.926
15,0.22926445491582378,0.9507702080355724,0.3750852053165436,0.918
16,0.2214151959164059,0.9519612513895506,0.38230323988199233,0.912
17,0.2245631231492297,0.9502937906939812,0.37823927351832387,0.92
18,0.21428762673763732,0.9569636334762586,0.3712727946639061,0.92
19,0.2175646476330446,0.9514848340479594,0.36918930485844614,0.924
20,0.21708314782175656,0.9535493091948547,0.35795515033602715,0.926
21,0.22079979088669147,0.9516436398284898,0.3634218244552612,0.924
22,0.22508969907961668,0.9519612513895506,0.3729663935005665,0.914
23,0.21467191109169623,0.9533111005240591,0.36141938430070875,0.926
24,0.22389381389892798,0.9523582658408766,0.3625455239713192,0.918
25,0.21838208030372722,0.9529934889629983,0.3675082215666771,0.918
26,0.22226177401602865,0.9542639352072415,0.3662307499945164,0.92
27,0.2203560727530857,0.9515642369382246,0.35795375087857245,0.93
28,0.21611412923752893,0.9538669207559155,0.3660519107580185,0.922
29,0.21736682849458916,0.9524376687311418,0.3708579242527485,0.918
30,0.21552303862681516,0.9533905034143243,0.36778101378679273,0.924
31,0.2239506447388101,0.9510084167063682,0.366684922426939,0.922
32,0.22365010304831126,0.9507702080355724,0.36370787769556046,0.92
33,0.2219816489881403,0.9516436398284898,0.3566339421868324,0.924
34,0.2183100749052705,0.951723042718755,0.367413824737072,0.918
35,0.21855807798484667,0.9528346831824679,0.3739619500637054,0.924
36,0.22043359757880096,0.9521994600603462,0.37378146389126776,0.92
37,0.2217977238928153,0.9536287120851199,0.3623836032748222,0.922
38,0.22214419179035025,0.9541051294267111,0.37034989303350446,0.922
39,0.2195233319446324,0.9529934889629983,0.36029064637422564,0.922
40,0.22462062370366326,0.9506908051453072,0.3673478176891804,0.922
41,0.22476963357867108,0.951723042718755,0.3662530158162117,0.924
42,0.22292660084701407,0.9520406542798158,0.3646417899727821,0.924
43,0.21680173426464244,0.9539463236461807,0.36365542647242544,0.914
